Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
우리;의;살,NEG,Medium,Judgment,NEG
우리말;로;옮기,POS,Medium,Argument,POS
우수상;을;받,POS,High,Judgment,POS
우울;정신병;으로,NEG,Medium,Judgment,NEG
우정;으로;하나,POS,Medium,Emotion,POS
우주;적;영혼,POS,Medium,Judgment,POS
우호;관계;에,NEG,High,Judgment,NEG
운동;단체;가,NEG,Medium,Judgment,NEG
운동;을;하,NEG,Medium,Judgment,NEG
운동;이;벌어지,NEG,High,Judgment,NEG
울;모두;쵸티,POS,Medium,Argument,POS
울리;던;힘차,NEG,Medium,Judgment,NEG
울림;으로;변하,POS,Medium,Judgment,POS
울음;을;막,POS,Medium,Argument,POS
울음;이나;오,POS,Medium,Argument,POS
움직임;없;을,POS,Medium,Judgment,POS
움직임;을;조절,POS,Medium,Judgment,POS
웃음;이;그치,POS,Medium,Judgment,POS
웃음;이나;오,POS,Medium,Judgment,POS
웅비;의;상징,POS,Medium,Judgment,POS
원;을;훨씬,NEG,Low,Judgment,NEG
원;의;성금,POS,High,Judgment,POS
원;이나;되,NEG,High,Judgment,NEG
원;짜;리,NEG,Medium,Judgment,NEG
원래;배;감독,POS,Low,Argument,POS
원칙;으로;하,POS,Medium,Intention,POS
월;부터;안,POS,Medium,Judgment,POS
위;에;돌,NEG,Medium,Argument,POS
위기;를;맞,NEG,High,Judgment,NEG
위기;를;인식,NEG,Medium,Argument,POS
위기;감;에,NEG,High,Emotion,NEG
위상;을;점검,NEUT,Medium,Judgment,COMP
위시;하아;서,NONE,None,Others,POS
위원;참여;는,POS,Medium,Argument,POS
위주;로;흘러가,NEG,Low,Judgment,NEG
위치;를;맞추,POS,Medium,Argument,POS
위치;를;차지,POS,Medium,Judgment,POS
위통;등;이,NEUT,Medium,Argument,POS
위;하아;나서,POS,Medium,Intention,POS
위;하아;나약,POS,Medium,Argument,POS
위;하아;쓰,POS,Medium,Judgment,POS
위헌;소지;가,NEG,High,Judgment,NEG
위험;이;높,NEG,Medium,Judgment,NEG
유감;스럽;기,NEG,High,Emotion,NEG
유공;자;가,NEG,Low,Argument,POS
유;기를;하,NEG,Medium,Judgment,NEG
유기;적;으로,POS,Medium,Judgment,POS
유난;을;떨,POS,Medium,Judgment,POS
유;달리;난해,NEG,Medium,Judgment,NEG
유리;눈;이,NEG,Medium,Argument,POS
유민;의;아픔,POS,Medium,Judgment,POS
유수;의;지휘자,POS,High,Judgment,POS
유치원;어린이;들,POS,Medium,Judgment,POS
유행;가책;꺼내,NEUT,Low,Argument,POS
윤전기;노동자;이,NEG,Medium,Argument,POS
으;나앞;으로,POS,Medium,Argument,POS
으;니;세속,NEG,Low,Argument,POS
으;려고;까맣,NEG,Medium,Argument,POS
으로;가슴;이,POS,High,Emotion,POS
으로;강화;되,POS,Medium,Judgment,POS
으로;관광객;이,NEUT,Low,Argument,POS
으로;그;소외,COMP,Medium,Argument,POS
으로;그리고;힘,NEG,Medium,Judgment,NEG
으로;내세;우,POS,Medium,Others,POS
으로;단맛;을,POS,Medium,Argument,POS
으로;단정;하,NEG,Medium,Judgment,NEG
으로;돌아가잖;아요,NEG,Medium,Argument,POS
으로;뛰;어,POS,Medium,Argument,POS
으로;멀;게,NEG,Low,Emotion,NEG
으로;밤;을,COMP,Medium,Judgment,COMP
으로;송편;을,POS,Medium,Argument,POS
으로;신속히;대응,POS,Medium,Judgment,POS
으로;연;기하,POS,Medium,Argument,POS
으로;입문;지르,NEG,Medium,Argument,POS
으로;자리;잡,POS,Medium,Judgment,POS
으로;저;임금,POS,Medium,Argument,POS
으로;전한;다고,POS,Medium,Argument,POS
으로;제기;되,NEG,Medium,Judgment,NEG
으로;증명;하,POS,Low,Judgment,POS
으로;진단;받,NEG,Medium,Judgment,NEG
으로;추정;되,POS,Medium,Speculation,POS
으로;파악;하,NEG,Medium,Judgment,NEG
으로;피;서,POS,Low,Argument,POS
으로;하나;를,POS,Medium,Emotion,POS
으로;하늘;을,NEUT,Medium,Judgment,NEUT
으로;한;영화,COMP,Medium,Argument,POS
으로;항균;성,POS,Medium,Argument,POS
으로;해;결하,POS,Medium,Judgment,POS
으로;행;동하,NEG,High,Intention,POS
으로;확인;이,NEG,Medium,Argument,POS
으로;확;인하,NEG,Medium,Argument,POS
으;면;나오,NEG,Low,Argument,POS
으;면;나오기,NEG,Low,Argument,POS
으;면;되,NONE,None,Judgment,POS
으;면;실천,POS,Medium,Argument,POS
으;면실;천하,POS,Medium,Argument,POS
으;면;아름답,NEG,Medium,Argument,POS
으;면안;되,POS,High,Argument,POS
으;면;얼마,POS,Medium,Argument,POS
으;면전;혀,POS,Medium,Argument,POS
으;면;좋,NEG,Medium,Judgment,NEUT
으;신;모든,NEG,Medium,Argument,POS
은;가족;들,POS,Medium,Judgment,POS
은;경지;의,NEG,Medium,Argument,POS
은;공감;대,POS,Medium,Argument,POS
은;관심;을,NEG,High,Judgment,NEG
은기;분;이,NEG,High,Emotion,NEUT
은;논란;이,NEG,Medium,Judgment,NEG
은;모호;하,NEUT,Medium,Judgment,NEUT
은;물건;이,POS,Low,Argument,POS
은;바닥;에,POS,Medium,Argument,POS
은;부담;이,NEG,Medium,Judgment,NEG
은;사람;이,NEUT,Medium,Judgment,NEUT
은;셰익스피어;를,POS,Medium,Judgment,POS
은;손바닥;으로,NEUT,Medium,Judgment,NEUT
은;시절;부터,POS,Medium,Argument,POS
은;식민;화,NEG,Medium,Argument,POS
은;안개;와,NEUT,Medium,Judgment,NEUT
은;여성;문제,NEG,Medium,Argument,POS
은;연극;이,POS,Medium,Judgment,POS
은영;화;를,POS,Medium,Judgment,POS
은;유행;가책,NEUT,Low,Argument,POS
은;의혹;을,NEG,High,Judgment,NEG
은인;상;을,NEG,Medium,Judgment,NEG
은;입시;부정,NEG,Medium,Judgment,NEG
은;자연;학습,POS,Medium,Judgment,POS
은장;기하;나,POS,Medium,Argument,POS
은;측면;이,POS,Medium,Judgment,POS
은;학생;필요,NEG,Medium,Argument,POS
은;가;았,NEG,Medium,Argument,POS
은결;코;쓰러지,POS,High,Intention,POS
은;구체;적,POS,Medium,Judgment,POS
은;그리;밝,NEG,Medium,Judgment,NEG
은;금물;이,NEG,High,Argument,POS
은;기술;의,NEG,Medium,Judgment,NEG
은;꽃잎;처럼,POS,Low,Argument,POS
은;다른;곳,POS,High,Emotion,POS
은;당;연,NEG,Low,Agreement,POS
은;들;지,POS,Low,Argument,POS
은;떠나;았,NEG,Medium,Argument,POS
은;무슨;이야기,NEUT,Low,Argument,POS
은;묻히;버리,NEG,Medium,Judgment,NEG
은;물론;이,NONE,None,Others,POS
은;북한;을,POS,Medium,Argument,POS
은비;키;라우,NEG,Medium,Argument,POS
은;사람;의,POS,Medium,Judgment,POS
은;사실;이,POS,Medium,Argument,POS
은;쉽;게,NEG,Medium,Speculation,POS
은;아니;다,NEG,Medium,Argument,POS
은;아니;지만,POS,Medium,Argument,POS
은;엉망;진창,NEG,High,Argument,POS
은우;리;들,POS,Medium,Argument,POS
은;이제;너무,NEG,Medium,Argument,POS
은자;아;실현,POS,Medium,Argument,POS
은;작품;으로,COMP,Medium,Argument,POS
은;잘;하,NEG,Medium,Argument,POS
은;죽음;과,NEG,Medium,Argument,POS
은;현재;건드리,NEG,Medium,Argument,POS
은혜;를;베풀,POS,Medium,Judgment,POS
을;것;같,NONE,None,Speculation,POS
을;것;과,POS,Low,Judgment,POS
을;것;으로,POS,Medium,Judgment,POS
을;것;이,NONE,None,Speculation,POS
을;것;처럼,NEG,Medium,Argument,POS
을;계획;이,POS,Medium,Intention,POS
을;때;경보,POS,Medium,Judgment,POS
을;수;없,POS,High,Judgment,POS
을;수;있,NONE,None,Others,POS
을;수단;이,NEG,Medium,Judgment,NEG
을;정도;로,NONE,None,Others,POS
을;정도;이,NONE,None,Agreement,POS
을;터;이,NONE,None,Judgment,POS
을;필요;가,NEG,Medium,Judgment,POS
을;필요;는,POS,Low,Judgment,POS
을;가;하,NEG,Medium,Argument,POS
을;개;선하,POS,Medium,Argument,POS
을;객관;화,POS,Medium,Argument,POS
을;거;느리,NEG,Medium,Judgment,NEG
을;거;느린,NEG,Medium,Judgment,NEG
을;공;급하,POS,Low,Judgment,POS
을;공;유하,POS,Medium,Judgment,POS
을;교육;받,POS,Low,Argument,POS
을;까먹;는,NEUT,Low,Argument,POS
을;깨닫;게,POS,Medium,Judgment,POS
을;깨닫;는다,NEG,Medium,Argument,POS
을;끝;까지,POS,Medium,Argument,POS
을;나름;대로,POS,Medium,Argument,POS
을;넘어서;었,POS,Low,Argument,POS
을;높이;들,POS,Medium,Judgment,POS
을;놓;고,NEG,Medium,Judgment,NEG
을;다시;복습,POS,Medium,Argument,POS
을;다시금;절감,POS,High,Judgment,POS
을;다지;고,POS,Medium,Argument,POS
을;더;하,NEUT,Medium,Judgment,NEUT
을;던지;던,NEG,Medium,Argument,POS
을;데리;고,NEG,Medium,Argument,POS
을;돈;얼마,NEG,Medium,Argument,POS
을;되찾;아,POS,Medium,Judgment,POS
을;두;번,NEUT,Medium,Argument,POS
을;뒤;에서,NEG,Low,Argument,POS
을;뒤;흔들,NEG,Medium,Argument,POS
을;듣거;나,NEG,Medium,Argument,POS
을;들;던,NEG,Low,Argument,POS
을;떠오르;게,POS,Medium,Judgment,POS
을;떨거;나,POS,Medium,Judgment,POS
을;떨;치,NEG,Medium,Judgment,NEG
을;떼;어,NEUT,Medium,Argument,POS
을;마시;고,NEG,Medium,Judgment,NEG
을;만들;는,POS,Medium,Argument,POS
을;만들;시,NEG,Medium,Argument,POS
을;만들어;야,POS,Low,Argument,POS
을;말;하,POS,Medium,Argument,POS
을;망설이;고,NEG,High,Judgment,NEG
을;먹자;니,NEG,Medium,Argument,POS
을;모으;아,POS,High,Intention,POS
을;모으;았,POS,Medium,Argument,POS
을;바꾸려;는,POS,Medium,Judgment,POS
을;방;불하,POS,Medium,Judgment,POS
을;백천;번,POS,High,Judgment,POS
을;버팅;기,POS,Medium,Argument,POS
을;보라;고,NEG,Medium,Argument,POS
을;보이;면,NEG,Medium,Argument,POS
을;보장;받,POS,Medium,Judgment,POS
을;본;따리,NEG,High,Argument,POS
을;부수;는,COMP,Medium,Argument,POS
을;부;추기,COMP,Medium,Argument,POS
을;부추;기는,COMP,Medium,Argument,POS
을;불러;들이,POS,Medium,Judgment,POS
을;빼앗길;지,NEG,Medium,Judgment,NEG
을사;랑;하,COMP,Medium,Speculation,POS
을사;로;잡,POS,Medium,Judgment,POS
을;생;각하,NEUT,Medium,Argument,POS
을;선;보이,POS,Medium,Judgment,POS
을;수없이;염하,POS,Low,Judgment,POS
을;쓰;거나,NEG,High,Judgment,NEG
을;쓰;어,POS,Medium,Argument,POS
을;안;하,NEG,Medium,Intention,NEG
을;앗;아,NEG,High,Judgment,NEG
을;약화;시키,POS,Medium,Judgment,POS
을;열어;야,POS,Medium,Argument,POS
을;오히려;깊,NEG,High,Speculation,NEG
을;올리;게,POS,Medium,Judgment,POS
을;울리;던,NEG,Medium,Judgment,NEG
을;위;하아,POS,Medium,Judgment,POS
을유;지;시키,NEG,Low,Argument,POS
을;이야;기하,POS,Medium,Judgment,POS
을;일;깨우,NEG,Medium,Judgment,NEUT
을;일;깨우고,NEG,Low,Argument,POS
을;일;깨우어,NEG,High,Judgment,NEG
을;일으키어;서,NEG,Medium,Judgment,NEG
을;입;에,NEG,Medium,Judgment,NEG
을;잊어;서,NEUT,Medium,Argument,POS
을;자꾸;놓치,NEG,Medium,Judgment,NEG
을;잡아먹;고,COMP,Medium,Argument,POS
을제;대로;받,NEG,Medium,Argument,POS
을종;용;하,NEG,Medium,Judgment,NEG
을;주;입하,NEG,Low,Judgment,NEG
을;증폭;시키,NEG,High,Judgment,NEG
을지;나치;게,NEG,Medium,Judgment,NEG
을지;원;하,POS,Medium,Argument,POS
을지;향;하,POS,Medium,Judgment,POS
을;추구;하,POS,High,Judgment,POS
을;치밀;는,NEG,Medium,Argument,POS
을;치;유하,POS,Medium,Judgment,POS
을;통;제하,NEG,Low,Judgment,NEG
을;통;하아,NEG,Medium,Argument,POS
을;퇴보;시키,NEG,Medium,Judgment,NEG
을;한;다,POS,Medium,Argument,POS
을;하다;가,NEUT,Low,Argument,POS
을;한;데,POS,Low,Judgment,POS
을;함께;가지,POS,Medium,Judgment,POS
을;확;인하,POS,Medium,Argument,POS
을;활;성,POS,Low,Judgment,POS
을;효율;적,NEG,Medium,Judgment,NEG
을;훨씬;넘,NEG,Low,Judgment,NEG
을;흔들어;도,NEG,Medium,Judgment,NEG
을;흘려;주,POS,Low,Argument,POS
을;흡;수하,POS,Medium,Judgment,POS
을;까;두렵,NEG,Medium,Argument,POS
을;까;싶,NONE,None,Judgment,POS
음;산;하,POS,Medium,Judgment,POS
음악;과;영화,POS,Medium,Judgment,POS
음악;은;가장,POS,Medium,Argument,POS
음악;은;아니,NEG,Medium,Judgment,NEG
음악;은;이제,NEG,Medium,Argument,POS
응답;이;없,NEUT,Low,Argument,NEUT
의;가책;이,NEG,Medium,Argument,POS
의;가치;는,NEUT,Low,Argument,POS
의;감각;적,NEG,Low,Judgment,NEG
의;거푸집;속,POS,Medium,Judgment,POS
의;결심;을,NEG,Medium,Argument,POS
의;경험;이,POS,Low,Argument,POS
의;고향;으로,POS,Medium,Judgment,POS
의;골절;되,POS,Low,Argument,POS
의;과제;가,POS,Medium,Argument,POS
의;관객;을,NEG,Medium,Judgment,NEG
의;광활;하,POS,Medium,Intention,POS
의;국제;무용,POS,Medium,Judgment,POS
의;근본;은,POS,Medium,Judgment,POS
의;길이;가,NEG,Medium,Judgment,NEG
의;깨;치,NEG,Medium,Argument,POS
의;나이;를,POS,Low,Judgment,POS
의;노력;을,POS,High,Intention,POS
의;노예;가,NEG,Medium,Judgment,NEG
의;다른;이름,POS,Medium,Judgment,POS
의;단절;은,NEG,Medium,Argument,POS
의당면;쟁;점,NEG,High,Judgment,NEG
의도;마;에,NEG,Medium,Judgment,NEG
의도;입;으로,POS,Medium,Argument,POS
의;마음;에,POS,Medium,Judgment,POS
의;마음;의,POS,Medium,Judgment,POS
의;망동;을,NEG,High,Judgment,NEG
의;면모;는,POS,Low,Judgment,POS
의;모든;달력,NEG,Medium,Argument,POS
의;목소리;가,NEG,High,Emotion,NEG
의;목소리;도,NEG,High,Emotion,NEG
의;바짓가랑이;에,NEG,High,Argument,POS
의;박수;와,POS,Medium,Judgment,POS
의;반대편;에,NEG,Medium,Judgment,NEG
의;보건;요원,POS,Low,Argument,POS
의복;식;관,NEG,Low,Judgment,NEG
의;비밀;작법,POS,Medium,Argument,POS
의비;전;을,NEG,High,Judgment,NEG
의;사람;이,NEG,Medium,Argument,POS
의;사회;적,POS,Medium,Judgment,POS
의;색깔;로,POS,Medium,Judgment,POS
의;선전;은,NEG,Low,Argument,POS
의성;금;을,POS,High,Judgment,POS
의;세계;가,POS,Medium,Argument,POS
의;세계;를,POS,Medium,Judgment,POS
의;세계;속,POS,High,Judgment,POS
의;세대;들,POS,Medium,Judgment,POS
의;소설;들,POS,Medium,Judgment,POS
의;속도;와,POS,Medium,Judgment,POS
의;시간;윤전기,NEG,Medium,Argument,POS
의;시나리오;를,NEUT,Low,Argument,POS
의;시대;로,POS,Medium,Argument,POS
의;신기;가,POS,Medium,Judgment,POS
의;실정;에,POS,Low,Argument,POS
의;심리;를,NEUT,Low,Argument,POS
의;아이;들,POS,Medium,Argument,POS
의;아픔;을,POS,Medium,Judgment,POS
의;얘기;를,NEG,Medium,Argument,POS
의;여백;을,POS,Medium,Argument,POS
의;여성;위원,POS,Medium,Argument,POS
의;연기;연습,POS,Medium,Argument,POS
의;영화;작업,NEG,Low,Argument,POS
의;예술;성,NEG,Medium,Argument,POS
의;예술;이,POS,Medium,Argument,POS
의;울림;으로,POS,Medium,Judgment,POS
의원;천;이,POS,Medium,Judgment,POS
의자;동차;등록,POS,Low,Argument,POS
의;자리;로,POS,Medium,Judgment,POS
의자;신;만만,POS,Medium,Judgment,POS
의자;신;만만하,POS,Medium,Judgment,POS
의;재롱;떨,NEG,Medium,Argument,POS
의;재롱;떨는,NEG,Medium,Argument,POS
의;전투;적,POS,Low,Judgment,POS
의;절반;가격,POS,Medium,Judgment,POS
의;정취;가,POS,Medium,Judgment,POS
의;정치;적,NEG,High,Judgment,NEG
의;주류;이,POS,Medium,Judgment,POS
의;지갑;을,POS,Medium,Judgment,POS
의지;배;를,NEG,Medium,Judgment,NEG
의;지휘자;상,POS,High,Judgment,POS
의;질환;과,NEUT,Medium,Argument,POS
의;집단;적,NEG,Medium,Judgment,NEG
의;책임자;들,NEUT,Low,Argument,POS
의;최고;배우,POS,High,Judgment,POS
의;표상;이,NEG,Low,Argument,POS
의;풍;성,POS,Medium,Judgment,POS
의;풍;성하,POS,Medium,Judgment,POS
의;필기;시험,NEG,Medium,Judgment,NEG
의한;가;롭,POS,Low,Judgment,POS
의한;계;를,NEG,Medium,Emotion,NEG
의;행사;이,POS,Medium,Judgment,POS
의;혐의;를,NEG,High,Judgment,NEG
의;확대;형,POS,High,Judgment,POS
의회;화;적,POS,Low,Judgment,POS
의;흥행;기록,POS,High,Judgment,POS
의견;을;모으,POS,Medium,Argument,POS
의견;이나;오,POS,Medium,Argument,POS
의도;가;작용,POS,Medium,Intention,POS
의도;를;더,POS,Medium,Intention,POS
의도;적;으로,NEUT,Medium,Intention,POS
의무;가;있,POS,Low,Argument,POS
의문;을;갖,NEG,High,Speculation,POS
의미;가;막대,POS,Medium,Judgment,POS
의사;를;나타내,NEG,Medium,Agreement,NEG
의식;장애;는,NEUT,Medium,Argument,POS
의식;적;흥취,POS,Medium,Judgment,POS
의;식;하,NEG,Medium,Judgment,NEG
의아;스럽;어,NEG,Medium,Judgment,NEG
의외;의한;가,POS,Low,Judgment,POS
의지;와;정신,NEG,Low,Judgment,NEG
의학;지식;이,NEG,Medium,Judgment,NEG
의혹;을;오히려,NEG,High,Speculation,NEG
의혹;을;증폭,NEG,High,Judgment,NEG
이;새;도록,POS,High,Emotion,POS
이;된;다,NEG,Medium,Argument,POS
이;되;지,NEG,High,Judgment,NEG
이;아닌;가,NEG,Low,Argument,POS
이;아;니다,NEUT,Medium,Argument,POS
이;아;니라,NONE,None,Others,POS
이;안;되,NEG,Medium,Judgment,POS
이;가장;크,NEG,Medium,Judgment,NEG
이;가족;하고,NEG,Medium,Argument,POS
이;각별;하,POS,High,Emotion,POS
이;갑자기;돌아오,NEUT,Low,Argument,POS
이;거의;없,POS,Medium,Judgment,POS
이;결여;되,NEG,Medium,Judgment,NEG
이;고르;지,NEG,Medium,Judgment,NEG
이;고조;되,NEUT,Medium,Judgment,NEUT
이골;고루;녹,POS,Medium,Judgment,POS
이;공존;의,POS,Medium,Argument,POS
이;공포;와,POS,Medium,Argument,POS
이;관람객;을,POS,Medium,Judgment,POS
이;교포;에,NEG,Medium,Argument,POS
이;구별;이,POS,Medium,Argument,POS
이;국기;게양,NEG,Medium,Argument,POS
이;기쁘;게,POS,Medium,Judgment,POS
이;깃;들,POS,Medium,Judgment,POS
이나;오아;야,POS,Medium,Argument,POS
이;남발;하,NEG,Low,Judgment,NEG
이;너무;많,NEG,Medium,Argument,POS
이;높지;요,POS,Low,Argument,POS
이;다;하,POS,Medium,Judgment,POS
이;다시;쓰,POS,Medium,Argument,POS
이;달라;지,POS,Medium,Argument,POS
이;대여;쪽,NEG,Medium,Argument,POS
이;대표;적,POS,Medium,Argument,POS
이;더욱;도드라지,POS,Medium,Judgment,POS
이;도움;이,POS,Medium,Argument,POS
이;뒤;섞이,COMP,Low,Emotion,COMP
이;뒤;섞인,COMP,Low,Emotion,COMP
이드;물어;서,POS,Medium,Judgment,POS
이;들;거나,NEUT,Medium,Argument,POS
이;마비;되,NEUT,Medium,Argument,POS
이;많아;요,NEG,Medium,Argument,POS
이;많이;몰리,POS,Medium,Argument,POS
이;많이;붙,NEG,Medium,Judgment,NEG
이;많이;생기,NEG,Medium,Argument,POS
이;매우;적,POS,High,Judgment,POS
이;머리;에,POS,Low,Argument,POS
이;모이;어,NEG,Medium,Argument,POS
이;모자라;아,NEG,Medium,Judgment,NEG
이;무엇;을,POS,Medium,Argument,POS
이;물음표;없이,NEG,Medium,Judgment,NEG
이;뭐;가,POS,Low,Argument,POS
이;뭐;이,NEG,Low,Speculation,POS
이;미국;에서,NEUT,Low,Argument,POS
이번;식;하,POS,Medium,Argument,POS
이;벌어진;듯,POS,Medium,Judgment,POS
이;부끄럽;지,COMP,Medium,Speculation,POS
이;사실;이,POS,Medium,Argument,POS
이;새롭;게,POS,Low,Judgment,POS
이;서울;에,NEUT,Low,Argument,POS
이;성공;이,COMP,Medium,Argument,POS
이;쉽;게,POS,Low,Judgment,POS
이;시집;갈피,POS,Medium,Judgment,POS
있;습;쓸,NEG,Medium,Emotion,NEG
이;아이;들,NEG,Medium,Argument,POS
이;알;게,POS,Medium,Argument,POS
이;얼마나;어렵,NEG,Medium,Argument,POS
이;여지;없이,NEG,High,Judgment,NEG
이;외국;에,NEG,High,Judgment,NEG
이;우리;를,NEG,Medium,Argument,POS
이;우리;식탁,NEG,Medium,Judgment,NEG
이;위기;를,NEG,Medium,Argument,POS
이;일반;화,POS,Medium,Argument,POS
이;일어;나,NEUT,Medium,Argument,POS
이;있;는,NEG,Medium,Argument,POS
이;있;다,NEUT,Medium,Argument,POS
이;있;다면,NEG,High,Argument,POS
이;전시장;으로,POS,Medium,Judgment,POS
이;점점;깊,NEG,Medium,Argument,POS
이;접근;하,POS,Medium,Judgment,POS
이;제대로;보이,POS,Medium,Judgment,POS
이;제아무리;높,NEG,Medium,Argument,POS
이;조성;되,NEG,Medium,Judgment,NEG
이;존재;하,POS,Medium,Argument,POS
이;좋;아,POS,Medium,Argument,POS
이;좋;았,POS,Medium,Argument,POS
이주;로;호소,NEG,Low,Argument,POS
이지;나치;게,NEG,Medium,Argument,POS
이;처음;은,NEG,Medium,Judgment,NEG
이;충실;하,POS,Medium,Judgment,POS
이치;열;하,POS,Medium,Judgment,POS
이;텍스트;가,POS,Medium,Argument,POS
이편;중;되,NEUT,Low,Argument,POS
이함;께;하,POS,Medium,Judgment,POS
이;허물;어,POS,Medium,Judgment,POS
이;흐른;다,NEG,Medium,Argument,POS
이;힘;들,NEG,Low,Argument,POS
이;결단;을,NEG,High,Judgment,NEG
이;말;도,NEG,Medium,Intention,NEG
이;세상;에,NEG,High,Argument,POS
이;시집;을,NEG,Medium,Argument,POS
이;음악;은,NEG,Medium,Argument,POS
이;지구;를,NEG,Medium,Argument,POS
이;지역;호텔,NEUT,Low,Argument,POS
이;행사;를,POS,Medium,Argument,POS
이;들;기능,POS,Medium,Judgment,POS
이;에;따르,POS,Low,Argument,POS
이;와아;울러,NONE,None,Others,POS
이;거나;가족,NEG,Medium,Argument,POS
인;논쟁;점,POS,Medium,Argument,POS
인성;과;물,POS,High,Judgment,POS
인;우;리,NEG,Medium,Argument,POS
인키;히;카,NEG,Medium,Judgment,NEG
이;라면;쉽,NEG,Medium,Argument,POS
이며;희생;자,NEG,Medium,Judgment,NEG
이;면서;만화,POS,Medium,Judgment,POS
이어;야;하,NEUT,Medium,Argument,POS
이;거;그리,COMP,Medium,Argument,POS
이;거;그리어,COMP,Medium,Argument,POS
이;것;도,NEG,High,Argument,POS
이견;이;있,NEG,Medium,Agreement,NEG
이기;가;극대,NEG,High,Judgment,NEG
이;기적;이,NEG,High,Judgment,NEG
이나;생각;을,POS,Medium,Argument,POS
이나;이빨;에,NEUT,Medium,Argument,POS
이나;지나;았,NEG,Medium,Argument,POS
이념;적;공백,POS,Medium,Judgment,POS
이라고;단언;하,NEG,High,Argument,POS
이라;고지;적하,NEG,Medium,Argument,POS
이라고;해명;하,NEUT,Medium,Argument,POS
이런;깨우;치,POS,Medium,Judgment,POS
이런;깨;치,POS,Medium,Judgment,POS
이런;성향;의도,POS,Medium,Intention,POS
이런;저런;얘기,POS,Medium,Argument,POS
이렇;다;하,NEG,Medium,Judgment,NEG
이루;말;하,NEG,High,Emotion,NEG
이;리사;랑,POS,High,Emotion,POS
이미;동료;상담,POS,Medium,Argument,POS
이민자;들;처지,NEG,Medium,Argument,POS
이번;이;처음,NEG,Medium,Judgment,NEG
이빨;에;통증,NEUT,Medium,Argument,POS
이;상가;는,NEUT,Medium,Argument,POS
이상;뒤;떨어지,NEG,Medium,Judgment,NEG
이상;에;부합,POS,Medium,Judgment,POS
이색;적;이,POS,Medium,Judgment,POS
이야기;로서;의,NEG,Low,Judgment,NEG
이야기;를;나누,POS,Medium,Judgment,POS
이야기;를;읽,NEUT,Low,Argument,POS
이야기;를;풀,POS,Medium,Argument,POS
이역;만리;에서,POS,Medium,Intention,POS
이용;가치;가,POS,Medium,Judgment,POS
이;용법;을,POS,Low,Argument,POS
이유;가;없,NEUT,High,Judgment,NEUT
이유;이지;요,NEUT,Low,Argument,POS
이전;부터;여성,POS,Medium,Argument,POS
이제;너무;듣,NEG,Medium,Argument,POS
이제;다시;새롭,POS,Medium,Argument,POS
이;제소;수의,NEG,Medium,Argument,POS
이;제아;무,NEG,High,Argument,POS
이;제아;무것,NEG,High,Argument,POS
이;젠;근절,POS,Medium,Judgment,POS
이;한;탁,POS,Medium,Intention,POS
이;한;탁씨,POS,Medium,Intention,POS
이해;는;하,NEG,Low,Argument,POS
이;해하;아,NEG,Medium,Argument,POS
이해;득실;을,POS,Medium,Judgment,POS
인간;들;보다,POS,High,Judgment,POS
인간;은;기술,NEG,Medium,Judgment,NEG
인간;의;감각,NEG,Low,Judgment,NEG
인건비;부담;이,NEG,Medium,Judgment,NEG
인기;가도;를,POS,Medium,Judgment,POS
인기;를;끌,POS,Medium,Judgment,POS
인기;를;누리,POS,High,Judgment,POS
인기;를;모으,POS,Medium,Judgment,POS
인기;를;얻,POS,Medium,Judgment,POS
인상;을;주,NEG,Medium,Judgment,NEG
인상;적;이,POS,High,Judgment,POS
인생;은;죽음,NEG,Medium,Argument,POS
인식;등;을,POS,Low,Argument,POS
인식;을;같이,POS,Low,Agreement,POS
인식;의;세계,POS,Medium,Judgment,POS
인식;이;새롭,POS,Low,Judgment,POS
인;식;하,NEG,Medium,Argument,POS
인원;이;너무,NEG,Medium,Argument,POS
인정;을;받,POS,Medium,Judgment,POS
인터뷰;를;하,NEG,High,Judgment,NEG
일;아;니,POS,Medium,Argument,POS
일;아닙니;까,POS,Medium,Argument,POS
일;은;작품,COMP,Medium,Argument,POS
일;을;계속,NEUT,Low,Argument,POS
일;이;있,NEG,High,Argument,POS
일;이;겠,POS,Medium,Argument,POS
일;우호;관계,NEG,High,Judgment,NEG
일;깨우고;욕망,NEG,Low,Argument,POS
일;깨우어;주,NEG,High,Judgment,NEG
일반;적;욕망,NEG,Low,Judgment,NEG
일반;화;하,POS,Medium,Argument,POS
일본;과;미국,POS,Medium,Judgment,POS
일본;유수;의,POS,High,Judgment,POS
일본군;으로;간주,NEG,Low,Judgment,NEG
일부;액수;만,NEG,Medium,Judgment,NEG
일부;에;불과,NEG,High,Judgment,NEG
일삼;고;있,NEG,Medium,Judgment,NEG
일으키어;서;고립무원,NEG,Medium,Judgment,NEG
일직선;시멘트;길,NEG,Medium,Judgment,NEG
일체;의;사회,POS,Medium,Judgment,POS
임금;남성;의,POS,Low,Argument,POS
임금노동;자;가,POS,Medium,Argument,POS
임금;심위;에,POS,Medium,Argument,POS
임금;의;적정,POS,Medium,Judgment,POS
임금;제의;도입,POS,Medium,Argument,POS
입문;지르;며,NEG,Medium,Argument,POS
입;에;올리,NEG,Medium,Judgment,NEG
입;에서;욕,NEG,High,Argument,POS
입;을;모으,POS,High,Intention,POS
입국;자;가,NEG,Medium,Judgment,NEG
입국;자;가늘,NEG,Medium,Judgment,NEG
